ï»¿,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disclaimers,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This is an analytics report and currently we support downloading top 8000 listings by sold quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This report ONLY includes listings sold within the selected time range. Any fees charged or credits applied to listings sold outside this time range are not included in this report. These fees and credits are included in the selling costs number shown on the Seller Hub Performance sales report dashboard.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ Any fees charged or credits applied to these listings outside this time range are not included in this report.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ You had $323.83 of account level fees during this time period. Here is the breakdown of these fees.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subscription fees = $323.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
"â¢ For the orders that have more than one unique item (multi-item orders), the order level fees/costs are distributed in individual items as follows. Total shipping label cost and per order fixed final value fees are equally distributed to each item.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report for Jan 1, 2024 to Sep 29, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
Listing title,eBay item ID,Store category L1,Store category L2,Quantity sold,Total sales (Includes taxes),Item sales,Taxes and government fees paid by buyer to you,Taxes and government fees paid by buyer to eBay,Shipping and handling paid by buyer to you,Total selling costs,Insertion fees,Optional listing upgrade fees,Final value fees,Promoted Listings - General fees,Promoted Listings - Priority fees,Ads Express fees,Promoted Offsite - Fees,International fees,Other eBay fees,Deposit processing fees,Fee credits,Shipping labels cost (Amount you paid to buy shipping labels on eBay),Net sales (Net of taxes and selling costs),Average Selling price,Quantity sold via promoted listing,Quantity sold via Best Offers,Quantity sold via Seller Initiated Offers
"Special K Cereal Cinnamon Pecan, 12.1 oz",196169230348,Other,-,3,$57.20,$54.21,$0.00,$2.99,$0.00,$17.58,$0.00,$0.00,$7.36,$5.15,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.07,$36.63,$19.07,3,0,0
"REESE'S Peanut Butter Snack Size Milk Chocolate Cups, 33 oz Bag (60 Pieces)",196171177181,Other,-,3,$54.69,$54.69,$0.00,$0.00,$0.00,$11.70,$0.00,$0.00,$7.05,$4.65,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.99,$18.23,3,0,0
"Kirkland Signature Purified Drinking Water, 16.9 Ounce, 40 Count",196171181443,Other,-,3,$74.47,$74.47,$0.00,$0.00,$0.00,$16.98,$0.00,$0.00,$10.30,$6.33,$0.00,$0.00,$0.00,$0.35,$0.00,$0.00,$0.00,$0.00,$57.49,$24.82,3,0,0
"Tiptree Lemon Curd, 11 Ounce Jar (312g)",196171262555,Other,-,3,$48.56,$47.42,$0.00,$1.14,$0.00,$11.17,$0.00,$0.00,$6.90,$4.27,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.25,$16.19,3,0,0
"Campbellâs Chunky Soup, Hearty Bean Soup With Ham, 19 Oz Can",196171264252,Other,-,3,$16.41,$16.41,$0.00,$0.00,$0.00,$2.33,$0.00,$0.00,$2.33,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.08,$5.47,0,0,0
"Heinz Cleaning Vinegar, 128 Fl Oz Bottle",196171285767,Other,-,3,$71.13,$71.13,$0.00,$0.00,$0.00,$19.67,$0.00,$0.00,$9.08,$6.40,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$51.46,$23.71,3,0,0
"Nature's Bounty Fish Oil, Supports Heart Health, 2400mg, Coated Softgels, 90 Ct.",196174513144,Other,-,3,$65.34,$65.34,$0.00,$0.00,$0.00,$19.50,$0.00,$0.00,$8.47,$5.88,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.15,$45.84,$21.78,3,0,0
"GNC Mega Men Sport One Daily Mens Multivitamin, 60 CAPLETS",196174527900,Other,-,3,$54.25,$54.25,$0.00,$0.00,$0.00,$9.21,$0.00,$0.00,$7.50,$1.71,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.04,$18.08,1,0,0
Horjoy Fruits/Veggies & Vitamins Capsules: Nature's 90 Fruit & 90 Veggie for Die,196183734242,Other,-,3,$171.32,$169.09,$0.00,$2.23,$0.00,$44.46,$0.00,$0.00,$21.86,$16.27,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.33,$124.63,$57.11,3,0,0
"Mrs. Butterworth Pancake and Waffle Mix, 32 Ounce",196183788866,Other,-,3,$21.11,$21.11,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$3.30,$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.91,$7.04,3,0,0
HORMEL COMPLEATS Protein Variety Pack Microwave Trays (Pack of 5),196183791307,Other,-,3,$72.83,$72.83,$0.00,$0.00,$0.00,$16.51,$0.00,$0.00,$9.60,$6.91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$56.32,$24.28,3,0,0
"Pacific Foods Organic Chicken Noodle Soup, 16.1 OZ",196183835134,Other,-,3,$22.50,$21.63,$0.00,$0.87,$0.00,$5.22,$0.00,$0.00,$3.08,$2.14,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.41,$7.50,3,0,0
Organico Bello Organic Pasta Sauce Tomato Basil - 25 oz,196183836449,Other,-,3,$76.99,$76.99,$0.00,$0.00,$0.00,$12.29,$0.00,$0.00,$10.21,$2.08,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.70,$25.66,1,0,0
"Muscletech Mass Gainer Mass-Tech Extreme 2000, Muscle Builder Whey Protein  6lbs",196186098218,Other,-,3,$176.45,$168.99,$0.00,$7.46,$0.00,$33.15,$0.00,$0.00,$22.69,$10.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$135.84,$58.82,2,0,0
"7UP Cherry Flavored Soda, 12 fl oz cans (Pack of 12)",196186720795,Other,-,3,$45.46,$42.09,$0.00,$3.37,$0.00,$10.62,$0.00,$0.00,$6.52,$4.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.47,$15.15,3,0,0
"Mrs. Meyer's All-Purpose Cleaner Spray, Lemon Verbena, 16 fl. oz - Pack of 3",196187690742,Other,-,3,$45.86,$45.03,$0.00,$0.83,$0.00,$10.40,$0.00,$0.00,$6.27,$4.13,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$34.63,$15.29,3,0,0
"RXBAR Protein Bars: 12g Protein, GF Snacks, Chocolate Variety Pack (10 Bars)",196190504658,Other,-,3,$83.32,$79.32,$0.00,$4.00,$0.00,$18.39,$0.00,$0.00,$10.89,$7.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.93,$27.77,3,1,0
"Pure Encapsulations Zinc 30mg - Immune Support, Highly Absorbable, 60 caps",196191878628,Other,-,3,$89.74,$88.37,$0.00,$1.37,$0.00,$20.66,$0.00,$0.00,$12.18,$8.07,$0.00,$0.00,$0.00,$0.41,$0.00,$0.00,$0.00,$0.00,$67.71,$29.91,3,0,0
"Ginger Drink Gold Kili 40 Sachets Packed in 2 Bags, 12.6 oz (With Honey)",196192376662,Other,-,3,$74.94,$74.94,$0.00,$0.00,$0.00,$14.61,$0.00,$0.00,$10.15,$4.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.33,$24.98,2,0,0
NAVIGATING CHAOS: A Practical Handbook for Modern Survival,196279387496,Other,-,3,$59.03,$55.89,$0.00,$3.14,$0.00,$15.38,$0.00,$0.00,$8.29,$7.09,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.51,$19.68,3,0,0
"Senior GSM Unlocked Cell Phone, 1.8"" Screen, Mini Three Proof, Factory Unlocked,",196279482297,Other,-,3,$110.12,$105.45,$0.00,$4.67,$0.00,$18.13,$0.00,$0.00,$11.00,$7.13,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$87.32,$36.71,2,0,0
"Jethro Mobile Plan: No Contract, 8GB Data, Unlimited Talk & Text, SIM Kit (1 Yea",196279485023,Other,-,3,$0.00,$0.00,$0.00,$0.00,$0.00,$0.40,$0.00,$0.00,$38.83,$14.18,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.61,$0.00,-$0.40,$0.00,1,2,0
Boron 10mg 240 Servings Ultra High Absorption Supplement,196283055681,Other,-,3,$62.49,$60.23,$0.00,$2.26,$0.00,$19.20,$0.00,$0.00,$8.92,$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.38,$41.03,$20.83,1,0,0
"Puritan's Pride Odorless Garlic 1000 Mg, 100 Total Count",196284962626,Other,-,3,$15.00,$15.00,$0.00,$0.00,$0.00,$2.15,$0.00,$0.00,$2.15,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.85,$5.00,0,3,0
Dr Formulated Garden of Life 3-in-1 Pre/Pro/Postbiotic - 50 Billion CFU - 30 Day,196285888261,Other,-,3,$186.70,$171.72,$0.00,$14.98,$0.00,$23.46,$0.00,$0.00,$23.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$148.26,$62.23,0,0,0
"Youtheory Ashwagandha Capsules, Maintain Cortisol, Reduce Stress, 60 Count",196286063775,Other,-,3,$83.60,$81.36,$0.00,$2.24,$0.00,$13.97,$0.00,$0.00,$11.53,$2.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.39,$27.87,1,0,0
"Ka'Chava Chocolate Shake: 85+ Superfoods, 26g Nutrients, 25g Protein, 2lb",196286948805,Other,-,3,$258.60,$240.00,$0.00,$18.60,$0.00,$55.61,$0.00,$0.00,$32.34,$23.27,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$184.39,$86.20,3,3,0
Groomie Charging Dock: Portable Stand for BaldiePro Trimmer,196287520533,Other,-,3,$127.21,$117.69,$0.00,$9.52,$0.00,$28.36,$0.00,$0.00,$16.91,$11.45,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$89.33,$42.40,3,0,0
Duracell Coppertop AAA Alkaline Batteries 24/Pack (MN2400BKD) 2768002,196115526378,Other,-,2,$58.30,$55.00,$0.00,$3.30,$0.00,$7.50,$0.00,$0.00,$7.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.50,$29.15,0,0,0
"Campbell's Condensed Beef Broth, 10.5 Ounce Can (Case of 12)",196119909806,Other,-,2,$64.80,$64.80,$0.00,$0.00,$0.00,$12.25,$0.00,$0.00,$8.30,$3.95,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.55,$32.40,2,0,0
Bob's Red Mill - 5 Grain Hot Cereal Rolled - Case Of 4 - 16 Oz,196119926351,Other,-,2,$35.52,$35.18,$0.00,$0.34,$0.00,$6.71,$0.00,$0.00,$5.09,$1.62,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.47,$17.76,1,0,0
E-Z Pool All in One Pool Care Solution (Regular 5 lb),196124104609,Other,-,2,$216.63,$202.94,$0.00,$13.69,$0.00,$38.13,$0.00,$0.00,$27.55,$9.96,$0.00,$0.00,$0.62,$0.00,$0.00,$0.00,$0.00,$0.00,$164.81,$108.32,1,1,0
S.Pellegrino Sparkling Natural Mineral Water 8.45 fl oz. 6 Count,196125824124,Other,-,2,$47.30,$47.30,$0.00,$0.00,$0.00,$9.45,$0.00,$0.00,$6.14,$3.31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$37.85,$23.65,2,0,0
"TheraBreath Dry Mouth Lozenges with ZINC, Tart Berry Flavor, 100 Lozenges",196126111000,Other,-,2,$34.41,$32.42,$0.00,$1.99,$0.00,$6.39,$0.00,$0.00,$4.85,$1.54,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.03,$17.21,2,0,0
"Speedo Unisex-Adult Swim Goggles Mirrored Vanquisher 2.0,Silver",196129267014,Other,-,2,$64.71,$60.62,$0.00,$4.09,$0.00,$14.74,$0.00,$0.00,$8.59,$6.15,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.88,$32.36,2,0,0
YONEX Nanoray Light 18i Graphite Badminton Racquet (Black),196129267584,Other,-,2,$121.03,$111.68,$0.00,$9.35,$0.00,$19.60,$0.00,$0.00,$15.55,$4.05,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$92.08,$60.52,1,0,0
"GHIRARDELLI Chocolate Squares, Peppermint Bark Assorted Chocolates, 20.99 OZ Bag",196133091650,Other,-,2,$48.25,$46.75,$0.00,$1.50,$0.00,$7.64,$0.00,$0.00,$6.56,$1.08,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$39.11,$24.13,1,0,0
"Combos Cheddar Cheese Baked Pretzel Snacks, 13.5 Oz. Bag, 13.5 Oz",196133100864,Other,-,2,$25.93,$25.59,$0.00,$0.34,$0.00,$4.58,$0.00,$0.00,$3.80,$0.78,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.01,$12.97,2,0,0
"IMUSA Electric NonStick Rice Cooker, 5-Cup (Uncooked)/10-Cup (Cooked), White",196137942384,Other,-,2,$88.30,$81.13,$0.00,$7.17,$0.00,$16.89,$0.00,$0.00,$11.51,$5.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.24,$44.15,2,0,0
Vaseline Petroleum Jelly For Dry Cracked Skin and Eczema Relief Original 7.5 oz,196167758530,Other,-,2,$31.18,$29.00,$0.00,$2.18,$0.00,$6.36,$0.00,$0.00,$4.15,$2.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.64,$15.59,2,0,0
PuriLens Plus Preservative Free Saline Three 4 Fl Oz(120-mL) Bottles,196167771525,Other,-,2,$53.79,$50.67,$0.00,$3.12,$0.00,$11.06,$0.00,$0.00,$7.24,$3.82,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$39.61,$26.90,2,0,0
"Elmer's Glue-All Multi-Purpose Glue, 1.25 Ounces, White (E1323)",196167776212,Other,-,2,$11.88,$11.08,$0.00,$0.80,$0.00,$2.60,$0.00,$0.00,$2.07,$0.43,$0.00,$0.00,$0.00,$0.10,$0.00,$0.00,$0.00,$0.00,$8.48,$5.94,1,0,0
Item ID 196167779846,196167779846,Other,-,2,$23.18,$23.18,$0.00,$0.00,$0.00,$4.81,$0.00,$0.00,$3.16,$1.65,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.37,$11.59,2,0,0
"PLANTERS Salted Cocktail Peanuts, Party Snacks, Plant-Based Protein, 2.19 lb Jar",196169197468,Other,-,2,$29.37,$28.94,$0.00,$0.43,$0.00,$13.13,$0.00,$0.00,$4.32,$2.09,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.72,$15.81,$14.69,2,0,0
"SHARPIE Permanent Markers, Ultra Fine Point, Assorted Colors, 12 Count",196169213797,Other,-,2,$42.15,$39.69,$0.00,$2.46,$0.00,$8.90,$0.00,$0.00,$5.90,$3.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.79,$21.08,2,0,0
"Swiss Miss Milk Chocolate Hot Cocoa Keurig Single-Serve K Cup Pods, 28 Count",196169227101,Other,-,2,$49.57,$48.35,$0.00,$1.22,$0.00,$10.24,$0.00,$0.00,$6.72,$3.52,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$38.11,$24.79,2,1,0
"Jif Creamy Peanut Butter, 36 Count",196169232583,Other,-,2,$24.01,$23.54,$0.00,$0.47,$0.00,$4.97,$0.00,$0.00,$5.81,$2.99,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.83,$0.00,$18.57,$12.01,2,0,0
"Wheat Thins Original Whole Grain Wheat Crackers, Party Size, 20 oz Box",196169257242,Other,-,2,$18.00,$18.00,$0.00,$0.00,$0.00,$2.52,$0.00,$0.00,$2.52,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.48,$9.00,0,2,0
"Amazon Brand - Happy Belly Garbanzo Beans, 15 Ounce",196169918248,Other,-,2,$6.75,$6.48,$0.00,$0.27,$0.00,$1.54,$0.00,$0.00,$1.13,$0.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.94,$3.38,2,0,0
"Little Debbie Zebra Cakes, 80 Twin-Wrapped Snack Cakes (8 Boxes)",196171145971,Other,-,2,$72.45,$70.08,$0.00,$2.37,$0.00,$15.71,$0.00,$0.00,$9.55,$6.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$54.37,$36.23,2,0,0
"Partanna Extra Virgin Olive Oil, 34-Ounce",196171146981,Other,-,2,$79.88,$76.83,$0.00,$3.05,$0.00,$17.26,$0.00,$0.00,$10.47,$6.79,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$59.57,$39.94,2,0,0
"STARBURST Airs Tropical Sour Gummy Candy, 4.3 oz Bag",196171176409,Other,-,2,$10.67,$10.09,$0.00,$0.58,$0.00,$2.31,$0.00,$0.00,$1.92,$0.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.78,$5.34,1,0,0
"Duke's Mayonnaise Squeeze, 18 oz",196171177523,Other,-,2,$27.19,$27.19,$0.00,$0.00,$0.00,$5.28,$0.00,$0.00,$3.92,$1.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.91,$13.60,1,1,0
"Goldfish Cheddar Crackers, 27.3 oz carton, 2 CT box",196171201368,Other,-,2,$32.27,$32.27,$0.00,$0.00,$0.00,$6.05,$0.00,$0.00,$4.58,$1.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.22,$16.14,1,1,0
"Amazon Brand - Happy Belly Black Beans, 15 Ounce",196171209934,Other,-,2,$12.15,$11.46,$0.00,$0.69,$0.00,$1.80,$0.00,$0.00,$1.80,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.66,$6.08,0,0,0
"Authentic Royal Royal Basmati Rice, 15-Pound Bag, White",196171260342,Other,-,2,$84.72,$82.86,$0.00,$1.86,$0.00,$17.96,$0.00,$0.00,$10.76,$7.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.90,$42.36,2,0,0
"Pillsbury Soft Baked Cookies, Chocolate Chip, 9.53 oz, 18 ct",196171275125,Other,-,2,$16.03,$16.03,$0.00,$0.00,$0.00,$3.94,$0.00,$0.00,$2.58,$1.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.09,$8.02,2,0,0
"SKIPPY SUPER CHUNK Extra Crunchy Peanut Butter, 64 Ounce",196171283103,Other,-,2,$32.32,$32.00,$0.00,$0.32,$0.00,$7.08,$0.00,$0.00,$4.29,$2.75,$0.00,$0.00,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00,$24.92,$16.16,2,2,0
"JUSTIN'S Classic No Stir Gluten-Free Peanut Butter Spread, 28 Ounce Jar",196171283284,Other,-,2,$28.42,$27.84,$0.00,$0.58,$0.00,$4.11,$0.00,$0.00,$4.11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.73,$14.21,0,0,0
Clear Formulas CoQ10 200mg 200 Capsules Quick Absorption Non-GMO,196174480277,Other,-,2,$63.64,$63.64,$0.00,$0.00,$0.00,$8.16,$0.00,$0.00,$8.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.48,$31.82,0,0,0
"Youtheory Collagen Advanced with Vitamin C, 290 Count (1 Bottle)",196174492490,Other,-,2,$78.15,$72.28,$0.00,$5.87,$0.00,$16.98,$0.00,$0.00,$9.95,$7.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.30,$39.08,2,0,0
Item ID 196174496965,196174496965,Other,-,2,$40.77,$38.50,$0.00,$2.27,$0.00,$9.31,$0.00,$0.00,$5.64,$3.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.19,$20.39,2,0,0
"Nature's Bounty Echinacea Complex: Herbal Immunity Support, 450mg, 100 Capsules",196174497472,Other,-,2,$47.97,$47.97,$0.00,$0.00,$0.00,$9.42,$0.00,$0.00,$6.72,$2.70,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$38.55,$23.99,1,1,0
Kyolic Aged Garlic Extract Healthy Heart Formula 106 - 100 Capsules,196174505999,Other,-,2,$54.79,$54.62,$0.00,$0.17,$0.00,$12.30,$0.00,$0.00,$7.37,$4.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.32,$27.40,2,0,0
"T.N. Dickinson's Hemorrhoidal Pads, Witch Hazel with Aloe, Clear, 100 Count",196174520825,Other,-,2,$41.10,$38.74,$0.00,$2.36,$0.00,$9.18,$0.00,$0.00,$5.48,$3.70,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.56,$20.55,2,0,0
New Chapter Every Woman's One Daily Multivitamin - 24 ct,196174561171,Other,-,2,$68.40,$68.40,$0.00,$0.00,$0.00,$15.31,$0.00,$0.00,$9.15,$6.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$53.09,$34.20,2,1,0
"Ancient Nutrition Unflavored Collagen Peptides, 9.88 OZ",196174563402,Other,-,2,$53.96,$50.31,$0.00,$3.65,$0.00,$9.61,$0.00,$0.00,$7.26,$2.35,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.70,$26.98,1,0,1
"Muscle Milk Gainer Protein Powder, Vanilla Creme, 32g Protein, 5 Pound",196176109227,Other,-,2,$116.42,$116.42,$0.00,$0.00,$0.00,$26.04,$0.00,$0.00,$14.98,$11.06,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.38,$58.21,2,0,0
"GHIRARDELLI Premium Choc Squares, Chocolate Assortment, 15.77 Oz - Accurate!",196183749332,Other,-,2,$38.66,$36.26,$0.00,$2.40,$0.00,$9.04,$0.00,$0.00,$5.37,$3.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.22,$19.33,2,2,0
"Contadina Petite Cut Canned Diced Roma Style Tomatoes, 14.5 Oz (Pack of 6)",196183775800,Other,-,2,$30.48,$30.48,$0.00,$0.00,$0.00,$5.81,$0.00,$0.00,$4.36,$1.45,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.67,$15.24,1,0,0
"Maypo Instant Maple Oatmeal, 3-pack",196183781743,Other,-,2,$53.21,$53.21,$0.00,$0.00,$0.00,$11.96,$0.00,$0.00,$7.17,$4.79,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$41.25,$26.61,2,0,0
"Quaker Instant Oatmeal, 4 Flavor Variety Pack, Individual Packets, 48 Count",196183783183,Other,-,2,$57.38,$57.38,$0.00,$0.00,$0.00,$10.82,$0.00,$0.00,$7.79,$3.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.56,$28.69,1,0,0
"Quaker, Instant Steel Cut Oatmeal, Cranberries And Blueberries, 8 Ct",196183783637,Other,-,2,$29.30,$29.30,$0.00,$0.00,$0.00,$6.70,$0.00,$0.00,$3.92,$2.78,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.60,$14.65,2,0,0
HORMEL COMPLEATS 7.5 oz Variety Pack (Pack of 5),196183790932,Other,-,2,$49.86,$49.86,$0.00,$0.00,$0.00,$17.73,$0.00,$0.00,$6.86,$4.74,$0.00,$0.00,$0.04,$0.00,$0.00,$0.00,$0.00,$6.09,$32.13,$24.93,2,0,0
"Iberia Jasmine Rice, 10 lb.",196183827383,Other,-,2,$39.32,$39.32,$0.00,$0.00,$0.00,$5.16,$0.00,$0.00,$5.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$34.16,$19.66,0,0,0
"Sunny Fruit Organic Apricots, Soft and Succulent Dried Turkish Apricots",196183834216,Other,-,2,$36.14,$36.14,$0.00,$0.00,$0.00,$8.19,$0.00,$0.00,$4.76,$3.43,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.95,$18.07,2,0,0
"Cascadian Farm Organic Granola, Cinnamon Raisin Cereal, Resealable Pouch, 11 oz",196183835374,Other,-,2,$29.00,$29.00,$0.00,$0.00,$0.00,$6.64,$0.00,$0.00,$3.88,$2.76,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.36,$14.50,2,0,0
"Scotch-Brite Lint Roller, Works Great On Pet Hair, 95 Sheets",196186488910,Other,-,2,$24.55,$23.16,$0.00,$1.39,$0.00,$5.54,$0.00,$0.00,$3.33,$2.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.62,$12.28,2,2,0
Ritz Clean 2pk Lint Traps Nylon mesh- Bulk Pack of 24,196186490717,Other,-,2,$95.02,$87.88,$0.00,$7.14,$0.00,$22.43,$0.00,$0.00,$12.44,$9.99,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$65.45,$47.51,2,0,0
"Cameron's Coffee Ground Coffee Bag, Breakfast Blend, 32oz (1 Pack)",196186706468,Other,-,2,$39.16,$39.16,$0.00,$0.00,$0.00,$8.76,$0.00,$0.00,$5.24,$3.52,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.40,$19.58,2,0,0
"Diet Dr Pepper Soda, 12 fl oz cans (Pack of 12)",196186721311,Other,-,2,$28.36,$26.52,$0.00,$1.84,$0.00,$6.45,$0.00,$0.00,$3.90,$2.55,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.07,$14.18,2,0,0
"Paradise Old English Fruit and Peel Mix, 32 Oz",196187840407,Other,-,2,$40.68,$40.68,$0.00,$0.00,$0.00,$8.98,$0.00,$0.00,$5.32,$3.66,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.70,$20.34,2,0,0
"Remington Smooth and Silky Facial Epilator, EP1050CDN",196189568869,Other,-,2,$44.67,$43.36,$0.00,$1.31,$0.00,$10.14,$0.00,$0.00,$6.12,$4.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$33.22,$22.34,2,0,0
"NATURELO Whole Food Multivitamin - Men's Energy, Brain, Heart Health - 240 Vegan",196190600864,Other,-,2,$228.53,$226.33,$0.00,$2.20,$0.00,$49.50,$0.00,$0.00,$28.93,$20.57,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$176.83,$114.27,2,1,0
